Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext,index,id,file
KRANKENKASSEN ZEITUNG,,,A,"Krankenkassen-Zeitung Schweizerische Krankenkassen-Zeitung Schweiz.Krankenkassen-Ztg., Jg. .., 19.., Hr. .., S ",1284,1284,chunk_6.csv
NEUE ZUERCHER ZEITUNG,,,A,"Neue   Zürcher  Zeitung NZZ,   Datum,   Nr.   ..,   S.   , . A ",1293,1293,chunk_6.csv
OBSERBATEUR L,,,A,"Observateur, If Observateur, Année 72, 1950, No. 6885, p, ",1294,1294,chunk_6.csv
PUBLICATIONS,,,A,"Publications Publications of the research institute for mathematical sciences. Pubi.research inst.mathem.sciences. Ser.A, vol. .., no. p. .. a ",1302,1302,chunk_6.csv
RAIFFEISENBOTE SCHWEIZ.,,,A,"Raiffeisenbote, scbweiz. Schweiz.Raiffeisenbote, Jg. .., 194., Nr. .., S 1 ",1305,1305,chunk_6.csv
REPERTORIO DI GIURISPRUDENZA PATRIA,,,A,"Repertorio di Giurisprudenza Patria Sep.Giurispr.Patria,   Voi.   ..,  19..,  Ho   ..   ,  p, 1 ",1306,1306,chunk_6.csv
REVUE,,,,i ,1308,1308,chunk_6.csv
REVUE GÉNÉRALE DES ASSURANCES TERRESTRES,,,A,"Revue générale des Assurances terrestres Hev.gén.Assurances terrestres, Aan^e .., 19.., __\ ",1311,1311,chunk_6.csv
RUNDSCHAU,,,,i/ ,1312,1312,chunk_6.csv
SAMMLUNG DER EIDGENOESSISCHEN GESETZE,,,A,"Sammlung der eidgenössischen Gesetze AS, 19. -, Hr. .., 5... l ",1313,1313,chunk_6.csv
SIGMA,,,A,"Sigma______________ Sigma,   19..,   Nr.   ..,3. ",1319,1319,chunk_6.csv
SOZIALVERSICHERUNG,,,A,"Sozialversicherung Sozialversicherung, Jg.l, 1944, H.3, S, l ",1320,1320,chunk_6.csv
STEUER REVUE,,,A,"Steuer Revue Steuer Revue, ..,19.., Nr. .., S ",1321,1321,chunk_6.csv
STOCHASTIC,,,A,"Stochastic Stochastic processes and their applications, ..., 19..» no. ..., p. .. ",1322,1322,chunk_6.csv
UNTERMEHMUNG DIE,,,A,"Unternehmung, die Unternehmung, ..,, 19.., Nr. ..., S. . . . ",1326,1326,chunk_6.csv
VERSICHERUNGSRECHT,,,,Yersiciierungsrecht ,1331,1331,chunk_6.csv
VERSICHERUNGSVERMITTLUNG,,,A,"Ve rsicherungsveroii tilling VersiclierungSYermittlTUig,  1953»  Nr.   ..   ,  S, ",1333,1333,chunk_6.csv
VERSICHERUNGSWISSENSCHAFT,,,A,"Versicherungswissenschaft Versiciierungswissenschaf t, Versicherungsprajcis , Versiehe- rungsmedizin Versicherungswissenschaft, Versidierungspraxis, Versiche- rungsmedizin, Jg.4, 1950, H.2, S. ...... t ",1335,1335,chunk_6.csv
VERSICHERUNGSWISSENSCHAFT UND VERSICHERUNGSPRAXIS,,,A,"VersiGherungswigsenschaft und Yersicherungspraxis Versicherungswissenschaft u. Versicherungsprsucis, Jg.2, 1948, H.10, S. ..... ",1336,1336,chunk_6.csv
VERZEKERINGS ARCHIEF HET,,,A,"VerzekeringB-Archief,   Hot Verzekerings-Arcfcief , 0	4HÌ«Ì ""D"" , f	/     "".   - - Actuar i e le  Studien Verzekerings-Archief/Actuariele Studien ßeei  .., -a±ß_ wie- ^•f .   etes- '	Í. . . . ",1339,1339,chunk_6.csv
VERZEKERINGSBODE DE,,,A,"Verzekeringebode, de Verzekeringsbode, Jg.6g-, 19®"", Nr.®,, S à ",1340,1340,chunk_6.csv
VIERTELJAHRESBERICHT,,,A,"ViertelJahresbericht esfesr.Statist.Abt.Skandinaviska Banken, Stockholm,   Jg.   ..,  19..,  Nr.   ..,  S. f ",1342,1342,chunk_6.csv
VIERTELJAHRESHEFTE,,,A,"Viertel jaJireehef te [der] Zürcher Kantonalbank \/i Li VLioytol-.)a&g&&h . d . Zürcher Kantonalbank,   Jg.   ..,  19..» Nr.   .,, S.   .. t ",1344,1344,chunk_6.csv
VIERTELJAHRESSCHRIFT,,,A,"Vierteljahrsschrift Vierteljahrsschrift der Naturforschenden Gesellschaft in Zürich Vjschr.Naturforsch.Ges.Züricto, ... ..... H..., S.... t ",1345,1345,chunk_6.csv
WIRTSCHAFT,,,,S ,1350,1350,chunk_6.csv
WOCHENSCHRIFT,,,S,,1351,1351,chunk_6.csv
ZEITSCHRIFT FUER DIE GES. VERSICHER-WISSENSCHAFT,,,A,"Zeitschrift für die gesamte VereicherungswisseneGhaft Z.ges.Versieh.-Wisaensch., ffîfa .., 19.., H. .., S. .. ",1356,1356,chunk_6.csv
ZEITSCHRIFT FUER SCHWEIZERISCHES RECHT,,,A,"Zeitschrift fUr schweizerisches Recht Z,Schweiz.Recht, N.F. .,., 19-.» /.Hb., S ",1358,1358,chunk_6.csv
STAAS,DIETER,83853,A,"Staas  ,  Dieter Staas, Dieter.  Paradox 4.5 für Windows. Grundlagen und Praxis. WindowThek. [Mit] Diskette. (München: te-wi Verlag, 1994).	-24cm.526 S 52735                   - ",1361,1361,chunk_6.csv
STAATSCOURANT,,,A,"Staatecourant StaatBcourant', Nederlandsche. Officisele uitgave van net Koninkrijk der Nederlanden. 1946 ff.'- 1948. 's-Gravenhage 1946 - 1948. ",1369,1369,chunk_6.csv
STAATFINANZEN,,,S,,1371,1371,chunk_6.csv
STAATFINANZEN,,194,,,1373,1373,chunk_6.csv
STAATSKALENDER,,,A,"Staatskalender Staatskalender,   amtlicher  des Kantons  Zürich s.        Zürich/Kanton:   Staatskalender  dea Kantons  Zürich, ",1374,1374,chunk_6.csv
STAATSKALENDER 1997,,127,A,"StaatsKalender    -      ______   To X Staatskalender, eidgenössischer = Annuaire fédéral = An- nuario fédérale /fl984/85-í Stand: -< J*t& <>f?9j£ . . [Forts. von: Staatskalender = Annuaire = Annuario] /: f Bern, Eidgenössische Drucksachen- und Materialze",1375,1375,chunk_6.csv
STAATSTEUERSTATISTIK,,194,A,"Staatssteuerstatietik StaatssteuerBtatistik,   Zürcher,  1952, (Statistische Mitteilungen des Kantons  Zürich.  Dritte Folge, Heft 35). * y	-      c*v, Zürich 1955—   /f^V7-          - -i/o«*-. Jtt       ( VII* 129 K ",1380,1380,chunk_6.csv
STABILITÉ,,81049,A,"Stabilité	81'049 Stabilité,la, économique dans le monde d'après guerre: les conditions de la prospérité après le passage de la guerre à la paix. Rapport de la Délégation chargée de l'étude des dépressions économiques. 2me partie, ([putti.p.1.] Départe- me",1383,1383,chunk_6.csv
STADTVERFASSUNG,,,A,"Stadtverfas  BUHÉ Stadtverfaseung,  die Zürcher, B.Klöti.Emil.       ...	1934-. ",1392,1392,chunk_6.csv
STAEHELIN,ADRIAN,1008,A,"Staehelin  ,  Adrian Staehelin, Adrian. Der Arbeitsvertrag. Lfg. l ff. Zürcher Kommentar. Band V/2c) .	5 Zürich: Schulthess Polygraphischer Verlag AG, 1984X - ^ -25cm  21708,23966,34534,34535,	Prov.Karte. ",1398,1398,chunk_6.csv
STAEHELIN,THOMAS,,A,"Staehelin  ,  Thomas s.  Aktienrecht, neues, für Unternehmer und Verwal- tungaräte kleiner und mittlerer Unternehmen \KMU). ([Mit Beiträgen von]: T'S1 ... ]). ",1399,1399,chunk_6.csv
STÄHLI,OTTO,,A,"S t ft h l i , Otto Stähli.Otto. Kleines Handbuch für Hausbesitzer und solche die es werden wollen. ZürichcSKV (1945).	(141 S.) K 2520 ",1402,1402,chunk_6.csv
STÄMPFLI,EDUARD,91285,A,"Stämpfli,  Eduard Stampili .Eduard. Die Massnahmen des Bundes und der Privat wirtschaft zur Drosselung der Bautätigkeit, insbesondere das Gentlemen's Agreement über die Baufinanzierung. Winterthur:P.G.Keller, 1954-	(VIII,106 S.) Md & ",1405,1405,chunk_6.csv
STÄUBLI,ROBERT,82976,A,"S t ä u b l i , Robert Stäubli, Robert .  Français  pour   ¿jeunes  commerçants Zürich:Verlag des Schweizerischen Kaufmännischen Vereins, 1971. 12403 ",1409,1409,chunk_6.csv
STAHL,S.,,,"t a h l Weies,André. Die Verletzung der Neutralität Belgiens und Luxemburgs von selten Deutschlands.	1915- ",1411,1411,chunk_6.csv
STAMM,ALFRED,6491,A,"Stamm, Alfred Stamm, Alfred. Begegnungen im Spritzenhaus. - Helm auf, Aeskulapí Zwei heitere Spitalgeschichten. (Gute Schriften. Nr. 558.) ZürichiGute Schriften,1971.	- 20 cm. 72 S Von S 419 ",1415,1415,chunk_6.csv
STAMPA,WALTER,91403/49,A,"Stampa  ,  Walter Stampa, Walter.  Taschenlexikon moderner Bürotechnik.Ar- beitsmittel im fortschrittlichen BUro. Zürich, Verlag des Schweizerischen Kaufmännischen Verban- des. (1978).   -18cm, 128 S. ",1421,1421,chunk_6.csv
STAMPFLI,ARTHUR,,A,"Stampili .Arthur Stampfli,Arthur. Das Prinzip des Gleichgewichts der Fällig- keiten im Bankbetrieb. Mitteilungen aus dem handelswissenschaftlichen Seminar der Universität Zürich.  Heft 44. Zürich:Schulthess 1922.	(31 S.) 1083.            .        W""    (D",1423,1423,chunk_6.csv
STAMPFLI,ARTHUR,6012,A,"Stampili, Arthur Stampf li .Arthur. Ratgeber für die Kapitalanlage; wegleitende Betrachtungen und Winke. Zürich:Schulthess & Co. 1920.	(VIII,277 S.Ì 891      •                  (Dr.,Vize-Direktor) ",1424,1424,chunk_6.csv
STAND,,91149,A,"Stand Stand, der finanzielle, der eidgenössischen Altera- und Hinterlassenenvereicherung am 31. Dezember 1950. Berichte über die technische Bilanz auf 31. Dezember 1950 an die Eidgenössische Alters- und Hinterlassenenversicherungs- kommission. [Herausg.v.",1426,1426,chunk_6.csv
STANDARD,,,A,"S t a n d a r d Standard tables of mortality. The ""SO"" series. Mortality functions and sample values of monetary functions. Pubi, by the Institute of Actuaries and the Faculty of Actua- ries. ([London] 1992).	-26cm.IX,93 p. ",1427,1427,chunk_6.csv
STANDARDMODELLE,,3839,A,"Standardmodelle	3 / B ^ Standardmodelle, mathematische, der Operationsforschung, (Autoren:Franz Böhm, Lorenz Hempel, Alfred Kirchheitn, Heinz Krause, Gotthard Weise.) Berlin:Verlag Die Wirtschaft,(1972).  - 24 cm. 719 S. 12784 ",1429,1429,chunk_6.csv
STANDESSCHEIBEN,,6327,A,"S   tandesscheitoen Stanàesscheiben,   die,   der Kantone der Schweizerischen Eidgenossenschaft ira Kathaus  zu Schwyz,   ([Mit einer Ein- führung von] Paul  Ganz). Zürich:   Verlag Ars Helvetica,   [l942],	-20cm.[12]   S., 23 Taf. ",1431,1431,chunk_6.csv
STANDHAFT,,,A,"Standhaft Standhaft und getreu, 1291-1941. Heraueg.im Auftrag der Arbeitsgemeinschaft Pro Helvetia von Oskar Bauhofer, Arnold Jaggi [und] Georg Thürer. Mit Geleitworten von Bundeerat Philipp Etter und General Henri Guisan. (Zürich)Schweizer Spiegel Verlag",1432,1432,chunk_6.csv
STANGL,ANTON,4342,A,"Stangl, Anton Stangl , Anton. Der erfolgreiche Vorgesetzte. Neue Erkenntnisse zur FUhrungs- und Arbeitstechnik, Düsseldorf, Wien:Scon Verlag,1969- -8°, 264- S. 10538 ",1434,1434,chunk_6.csv
STANNER,HENRI,91443,A,"Stanner,   Henri Stanner, Henri.   EWG  -  Zukunft  der  Schweiz? (Basel:Buchverlag National-Zeitung,1972).   -  21x21   cm.   36   S, 111. l PfiQQ ",1435,1435,chunk_6.csv
STATEMENT 1969,,7637,A,"Statement Statement, annual, of The Mutual Life Insurance Company of Mew York for the year ended December 31,1947 ff. - [unvollst.] Hew York 1948-      -f^S,	-^           •//^ ",1438,1438,chunk_6.csv
STATISTICA,,,A,"Statistica Statistica delle  cause  di  morte.   Tabelle   ... s,       Todesursacirienstatistik.   Tabellen =  Statistique des  causes  de   décès.   Tableaux   ...   Statìstica delle   cause  di  morte.   Tabelle   ..* ",1439,1439,chunk_6.csv
STATISTICHE,,,A,"Statistiche Statistiche della Svìzzera.  ... fascicolo s.   Quellenwerke, statistische, der Schweiz ",1440,1440,chunk_6.csv
STATISTICIANS,,3169,A,"Statisticians Statisticians and others in allied professions. Being the combined membership of the American Statistical Associa- tion; the Biometrie Society, Eastern and Western North American Regions; the Institute of Mathematical Statistics (Third editi",1441,1441,chunk_6.csv
STAUBER,RENÉ,84612,A,"S t a, u b e r  .  H e n è Stauber, René.  Besteuerung von. Leistungen aus Personen- Versicherungen. (Diss.Univ.ZUrich). Zürcher Beiträge zur Rech-tswissenschaft. 515. ZUrich, Schulthess Polygraphischer Verlag, (1977).  -23cm, A	XXVII,236 S. 16323	^ ",1475,1475,chunk_6.csv
STAUFFACHER,W.,81036,A,"Stauffaoher.ïï	8l'036 Stauffacher.W      Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907 mit einschlägigen Nebengesetzen und Ver- ordnungen. Mit Anmerkungen und Sachregister, herausg.v. W,St. (6,*A.) Ztirich:0rell Füseli (1946).	(40+465 S.) A K 244	",1481,1481,chunk_6.csv
STAUFFER,HANS-ULRICH,87039,A,"Stauffer  ,  Hans  -  Ulrich Stauffer, Hans-Ulrich.   Die berufliche Vorsorge BVG / FZG/ZGB/OR. Rechtsprechung des Bundesgerichts zum Sozi- alversicherungsrecht. Hrsg. von Erwin Murer und H'-tJ'S'. Zürich: Schulthess Polygraphischer Verlag (AG, 1996), •-1",1484,1484,chunk_6.csv
STERBETAFEL,,185/779,A,"Sterbetafel Sterbetafel, schweizerische; Grundzahlen und Nettowerte, 1978/1983 » Table de mortalité pour la Suisse; nombres de commutation et primes pures, 1978/1983. Statistische Q,uel- lanwerke der Schweiz. Heft 779- Bern, Bundesamt für Statistik, 1965.",1621,1621,chunk_6.csv
STERBETAFEL,,185/559,A,"Sterbetafel	sf f o~ /rf^ Sterbetafel, schweizerische = Table de mortalité pour la Suisse, 1968/1973. Grundzahlen und Nettowerte = Nombres de commutation et primes pures. Statistische Q.uellenwerke der Schweiz. Heft 559. Bern:Bidgenb'ssisches Statistisches",1623,1623,chunk_6.csv
STERBLICHKEIT,,70741,A,"Sterblichkeit Sterblichkeit, die, bei den Kapitalversicherungen der Schweizerischen Lebensversicherungs- und Rentenanstalt in den Jahren 1921 bis 1930. (SA.&.d.Festschrift: Fünfundsiebzig Jahre Schweizerische Lebensversicherungs- und Rentenanstalt,Zürich,",1630,1630,chunk_6.csv
STERBLICHKEITS-TAFELN,,3233,A,"Sterblichkei ts-Tafeln 3 Z 33 Sterblichkeits-Tafein,deutsche, aus den Erfahrungen von dreiunäzwanzig lebensversicherungs-Gesellechaften. Veröffentl.im Auftr.d.Collegiume für Lebensversieherungs- Tîissensohaft zu Berlin. Berlin:Mittler & Sohn 1883.	(71,804",1635,1635,chunk_6.csv
ROSSEL,ANDRÉ,,A,"Rössel,     A n  d r s.   Rössel,Virgile. ",1880,1880,chunk_6.csv
ROUX,P. M. ANTOINE,72032,,"a o u TL , P       M       Antoine	^£ 03$ Roui,P       M        Antoine. Le contrat d'assurance. Gomraent&ire par la ju-risprudence de la loi du 15 juillet 1930. Paris-.L'Argus [193.].    '	(206 p.) 2198      .	^  (Dr en droit) ",1934,1934,chunk_6.csv
FRAU DUBUIS (CH/VAS),,88462,S,"88'462	Frau Dubuis (CH/VAS) Langenscheidt.   L's Handwörterbuch Italienisch in Zu- sammenarbeit mit Paravia. Berlin: Langenscheidt KG, 1999.	-25cm. ",2437,2437,chunk_6.csv
FRAU DUBUIS (CH/VAS),,88463,S,"88'463________________________Frau Dubuis (CH/VAS)____ Langenscheidt.   L's Handwörterbuch Englisch, (5. Aufl.}. Berlin: Langenscheidt KG, 1999.       -25cm.1493,28 S. ",2438,2438,chunk_6.csv
DR.GRASS (CC/GSRD),,88468,S,"88M68	Dr.Grass (CC/GSRD) Langenscheidt.   L's Handwörterbuch Englisch. 4.Auflage. Berlin: langenscheidt KG, 1999.	-25cm.1493+28S ",2443,2443,chunk_6.csv
DR.GRASS (CC/GSRD),,88469,S,"88M69	Dr. Grass iCC/GCKD) Kläy, Hanspeter.   Die Vinkulierung. Theorie und Praxis im neuen Aktienrecht, Basel: Helbing & Lichtenhatin, 1997.    -23cm.LXXVI,625 S ",2444,2444,chunk_6.csv
SD MÜLLER (CH/PS),EUGEN,88470,S,"88*470	SD Eugen Müller (CH/PS) Maute, Wolfgang; Steiner, Martin; Rufener, Adrian. Steuern und Versicherungen. 2.*Auflage. Muri/Bern: Cosmos Verlag AG, 1999.         -23cm.448 S, ",2445,2445,chunk_6.csv
MEIER (PF/GSSD),K.,88472,S,"88M72	K. Meier (PF/GSSD} Tuor, Peter; Schnyder, Bernhard; Schmid, Jörg.   Das schweizerische Zivilgesetzbuch ... 11. Auflage * und er- gänzt von Bernhard Schnyder und Jörg Schmid, Mit Supple- ment: BernhArd Schnyder. Die ZGB-Revision 1998/2000). Zürich: S",2447,2447,chunk_6.csv
LANG (PF/GSSD),P.,88474,S,"88M74 P. Lang (PF/GSSD) Guide, the international, to taxation of Life Assurance amd mutual funds. With supplements. Sudbury, Norfolk; Monitor Press Ltd, 1999 ff.    -23cm. Loosie-leaf. ",2449,2449,chunk_6.csv
WIEDERKEHR (PF/REV),B.,88475,S,"88*475	B. Wiederkehr /PF/REV) Whitmore, John.   Coaching für die Praxis. 3.Aufläge). Frankfurt/Main: Campus Verlag, 1996.        -21cm.160 S. ",2450,2450,chunk_6.csv
FRAU HALDEMANN (CH/ITSE),,88476,,"SS'476	Frau Haldemann (CH/'ITSE) Hartmann, Werner; Näf, Michael; Schäuble, Peter.  Infor- mationsbeschaffung im Internet. Zürich: Grell Füssli, 2000.	-23cm.158 S. ",2451,2451,chunk_6.csv
MARTIN (FI/H),M.,88482,S,"88*482______________________M.Martin (FI/H)___________ Swissinfo directories : hochpräzise digitale Luftaufnahmen (Orthophotos), sowie Stadt- und Ortspläne ... l CD-ROM. Bern: Swissc-Om AG	-13cm. 1CD-ROM. ",2457,2457,chunk_6.csv
MARTIN (FI/H),M.,88483,S,"88'483	M. Martin (FI/H) Atlas der Schweiz interaktiv. 3D-Topografie und Statistik karten. Wabern: Bundesamt für Landestopographie, 2000.    -22cm. l CD-ROM,l Begleitbuch. ",2458,2458,chunk_6.csv
FRAU VD HOLLIGER (CC/GSRD),,88487,S,"88'487	Frau VD Holliger (CC/GSRD) Datenschutz in der Schweiz = La protection des données en Suisse et en Europe. Hrsg.von Astrid Epiney, Marianne Freiermuth. Mit Beiträgen von Alain Brun, Rainer J: hwei- Schweizer u.a. Freiburg/Schweiz: Universitätsverlag",2462,2462,chunk_6.csv
VD LEISER (FI/L),,88488,S,"88'488	VD Leiser (PI/L) Hanks, Kurt.   Die	Kunst	der Motivation ... Wien: Ueberreuter,	1998.	-24cm.102 S, ",2463,2463,chunk_6.csv
DR.BEROS (CH/KKD),,88490,S,"88'490	Dr. Beros (CH/KKD) Kieser, Ueli; Riemer-Kafka, Gabriela.   Tafeln zum schweizerischen Sozialversicherungsrecht. 2.*Aufläge. Zürich: Schulthess Polygraphischer Verlag AG, 1998. -30cm.XII,150 S, ",2465,2465,chunk_6.csv
SD FREITAG (CH/ESS),,88497,S,"88'497	SD Freitag (CHESS)____ _____ Eilermann, Bernd.   ""Der Sustand des Wetters war schlüpf' rig"" ... Karlsruhe: Verlag Versicherungswirtschaft e.V., 1985. -20cm.53 S. ",2472,2472,chunk_6.csv
SAI (CH/IX),PING,88551,S,"8S.551___________Sai, Ping (CH/IX) Jacobson, Ivar. Software reuse, (repr.) New York : ACM Press, 1998 ",2526,2526,chunk_6.csv
SCHILDKNECHT (FI/IT),THOMAS,88552,S,"88' 552__________Schildknecht, Thomas  (FI/11) Matzke, Bernd.   ABAP/4. (3., erw. Aufl.) München : Addison-Wesley, 2000 ",2527,2527,chunk_6.csv
KIETZ (CC/IFUE),JÖRG UWE,88553,,"ftR' 553____________________KIETZ; • JörcrtJwe  fCC/IFUE) Henry-Stocker, Sandra.  Solaris Solutions for System Administrators. New York : Wiley, 2000 ",2528,2528,chunk_6.csv
ALTERSVERSORGUNG,,97652,A,"Al tersversor g u n g Altersversorgung in Europa 1995. (Systeme, Anpassungen, Lösungsansätze für die Altersvorsorge im 21.Jahrhundert, Kennzahlen der Länder). (Paris: CEA Comité Européen des Assurances, 1996)- A	-30cm.89 S. 34456	- ",2609,2609,chunk_6.csv
ALTERSVERSORGUNG,,98738,A,"Altersversorgung Altersversorgung,   betriebliche,   ABA.  Mitteilungsblatt der Arbeitsgemeinschaft für  betriebliche Altersversor- gung. 30,1975[icplt]     - Heidelberg,   Arbeitsgerneinschaft für  ""betriebliche  Alters- versorgung»   1975    -	-30cm. ",2612,2612,chunk_6.csv
CHUFFART,A.,97419,A,"Chuff art  , A. Chuffart, A.  L'infection par lea virus de I1imraunodefi- cience humaine ^Hiv) et l'assurance invalidité. Présenté le 9 septembre 1988 à Lucerne lors de la séance du Grou- pe de travail ""Assurance du personnel"". (Zurich; [Compagnie] Suisse",3001,3001,chunk_6.csv
FICK,FRITZ,7867/R,A,F i c k .Fritz Fick.Frita. Die Frage der Aufwertung und der Einfluss wirtschaftlicher Katastrophen auf bestehende Verträge nach schweizerischem Hecht. BaselrHelbing & Lichtenhann 1925.	(94 S.) (Dr. .Rechtsanwalt) /J ,1261,1261,chunk_7.csv
FICK,HEINRICH,,A,"Fick   »Heinrich Fick,Heinrich.   Ob Selbst-Tötung in unzurechnungsfähigem Zustande von Lebensversicherungsanstalten ale Befreiungs- grund geltend gemacht werden könne? 0.0.   [187.].	(47 S.) 58B	™             (Prof .Dr.)              A ",1263,1263,chunk_7.csv
FID-COMMUNICATIONES,,,A,FID-Comamnicationes 8. Revue de la documentation ,1264,1264,chunk_7.csv
FIEGER,ERWIN,,A,"F   i   e  g  e r   ,   Erwin s.   Ski-Weltmeisterschaften St.Moritz  1974 ",1267,1267,chunk_7.csv
APPENZELL IR,,1649/AI 1,A,Appenzell     IR Appenzell  IR:   Verfassung fUr  den Eidgenössischen  Stand Appenzell   I.Rh. ,1270,1270,chunk_7.csv
NATIONALBIBLIOGRAPHIE,,,A,"Nati   onalbibliographìe [Nationalbibliographie,   schweizerische.   Fünfjährea-Ausgäbe, 1961-1965.   [Bd.]  II,) s.   Zeitschriftenverzeichnis,   Schweizer. ",1271,1271,chunk_7.csv
NATIONALFONDS,,,,"îlationalfonds e.   Jahre,   10,   Nationalfonds ",1272,1272,chunk_7.csv
NATIONALRATSWAHLEN,,188/17,A,Nationalratswahlen Nationalratswahlen 1995. Uebersicht und Analyse. Anhang : Ständeratswahlen 1994/95 = Les élections au Conseil na- tional de 1995. Aperçu et analyse. En annexe: Les élec- tions au Conseil des Etats de 1994/95. Bearbeitung: Wer-- ner Seit,1276,1276,chunk_7.csv
NATIONALRATSWAHLEN,,198,A,"Nationalratswahlen        •       198 Nationalratewahlen = Elections au Conseil national 1947, 1951, 1955, 1959,1965. (Beiträge zur schweizerischen Statistik, Heft 22,27,29,32, M.) [Forts.e. Statistische Quellenwerke der Schweiz. Heft 436.] Bern 1949- 196",1279,1279,chunk_7.csv
NATIONALVERSICHERUNG,,93030,A,"Nationalversichening	93'030 NationalVersicherung, die tschechoslowakische. Ein Beitrag zum System der sozialen Sicherheit. Das tschechoslowakische Gesetz ubsr die Nationalversicherung. Mit einem Vorwort des tschechoslowakischen Ministers für soziale Fürso",1283,1283,chunk_7.csv
NATSCH,WALTHER JOHANNES,1898,A,"Natsch,     Walther     Johannes 's o Natsch ,Wal tfcer Johannes. Instrumente der Regionalplanung unter besonderer Berücksichtigung des zürcherischen Hechts. C Diss .Univ . Zürich. ). Zürcher Beiträge zur Rechtswissenschaft, Neue Folge, Heft 247. Zürich:S",1285,1285,chunk_7.csv
NATUR,,86262/1,,"S a t u r HatttT, die, der Erkenntnis. Beiträge zur Evolutionären Erkenntnistheorie. Mit einem Geleitwort von Konrad Lo- renz. 2.»durchgesehene Auflage. (Vollmer, Gerhard. Was können wir wissen ? Band 1). Stuttgart: S.Hirzel Verlag, 1988.     -21cm.XXV,33",1287,1287,chunk_7.csv
NAUSCH,ANTON,,A,"N  a u  s  c  h     ,     Anton s.       Hilf,   Werner;   N'A1.       M 68000-Familie ",1291,1291,chunk_7.csv
NAVAL,,31011,A,"Naval Naval research logistics quarterly Vol. 15, No. 2, June 1966. ",1293,1293,chunk_7.csv
NAWIASKY,HANS,1631,A,"Nawiasky  ,  Hans Kawiasìcy.Hans.    Allgemeine Rechtslehre ale System der rechtlichen Grundbegriffe. EinsiedelntBenziger 1941.	(XV,272 S.) 1941,3393.                                      ™   (Prof.Dr.) ",1295,1295,chunk_7.csv
NECKERMANN,BRUNO,84312,A,"Neckermann , Bruno N eck er mann, Bruno. Redekunst in der Praxis. Selbstbewusst und erfolgreich durch Dialektik und Redetraining. Düsseldorf,Wien:Econ Verlag,(1974).     - 22 cm. 244 S 14372 ",1299,1299,chunk_7.csv
NÉEL,ANT,,,"éel , A n t s. Guide rose de l'assurance sur la vie et de la prévoyance en France. ",1302,1302,chunk_7.csv
